sex,Age,Married,Number_children,education_level,total_members,gained_asset,durable_asset,save_asset,living_expenses,other_expenses,incoming_salary,incoming_own_farm,incoming_business,incoming_no_business,incoming_agricultural,farm_expenses,labor_primary,lasting_investment,no_lasting_investmen
1,35,1,2,10,4,26968527,20931870,34759040,74127688,80611528,1,0,0,0,58056235,36818281,1,15890765,34834121.224485196
1,30,0,3,7,4,31998347,80784139,15108957,11436906,22951907,0,0,0,0,30972237,38115004,0,62462200,16507624.901689986
0,69,0,3,16,5,89049626,22821100,40316137,23786305,13021916,0,0,0,0,23608739,32387103,0,14224532,14471233.04638898
1,34,0,5,8,7,18286177,18684748,23399979,21741525,20672820,0,1,0,0,66343010,21639001,0,32164384,72581062.46775408
1,25,1,3,10,5,40997882,10810374,23399979,56053796,12331835,0,1,0,0,22288055,57744303,0,52849255,23284567.0
1,29,1,2,8,4,10602181,68225479,40038424,53384566,70467628,0,0,0,1,74738393,1096608,0,17905191,40727978.0
1,50,0,0,4,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,20,1,4,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,31,1,2,12,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,30,1,2,6,4,20906804,61130564,23399979,16362148,14087006,0,0,0,0,29418524,43452547,0,87352267,30923597.332000986
1,33,1,7,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,43,1,5,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,33,0,2,9,4,30337377,14267946,5924708,21700935,13547509,0,0,0,0,12269154,11913171,1,22252519,90309776.11786482
1,23,1,1,4,3,2592037,22741826,88084536,66730709,26105053,0,0,0,1,98761444,13168192,0,54748035,73893135.0
1,42,1,4,10,6,11499036,3843689,14177225,90753756,54516319,0,0,1,1,98761454,28254672,0,22697598,32491272.0
1,33,1,3,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,27,1,3,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,34,0,5,9,7,45512226,3054986,78632112,36105404,46477081,0,0,0,1,37085913,30851814,0,78856746,85672186.93220024
1,28,1,2,9,4,64138710,20379798,17884241,78966002,55022774,1,0,0,0,8283398,50406460,1,52290867,21307274.52587839
1,45,1,6,11,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
0,63,0,2,13,4,86938841,21459416,35613879,27953434,8405711,0,1,0,0,20713264,23038319,0,15956397,19080292.386869393
1,27,1,3,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,48,0,3,8,5,47319426,38179965,17248849,5410040,13746714,0,0,1,1,49483363,17064709,0,93239563,21688790.93910474
1,49,1,5,9,11,36114661,736707,82923393,45376887,38757195,1,0,0,0,56053796,79454031,1,65352307,84285332.0
1,46,0,4,5,10,17142671,19859059,23399979,89419146,19378597,0,1,0,0,3203074,26692283,0,38282959,72069163.0
1,24,1,0,5,3,17514398,21540672,23399979,18684598,97693758,0,0,0,0,46711493,78964669,0,20845596,78964669.0
1,25,0,2,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,44,1,5,12,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
0,17,1,2,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,43,0,2,6,3,28912201,85889095,29024358,16377359,20071504,0,0,0,0,15877267,12079759,0,89686073,51601932.505717546
1,20,1,3,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,25,1,3,10,5,33042515,19218443,23399979,24023056,12011527,1,0,0,0,80076849,66730708,1,23483617,40705729.0
1,30,1,2,6,4,57425942,25882521,28230172,10331864,23614387,0,0,0,0,13928924,83466329,0,18263433,48510425.10342589
1,28,1,5,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,44,0,3,8,4,53694088,44843037,24023056,30696127,39557964,0,0,0,0,80076847,26024976,1,10334174,28627474.0
1,65,0,1,1,2,12390944,52850719,23399979,58723027,59256868,0,0,1,1,10676913,88974275,0,65241661,26514335.0
1,27,1,1,11,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,17,0,2,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,27,1,3,13,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,32,0,3,5,5,62634332,16310209,23399979,47708206,77910949,0,0,0,0,33719408,19251242,0,18135070,11810728.471399354
1,38,1,11,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,20,1,2,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,46,0,3,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,27,1,4,10,6,33042515,31149893,23399979,66997633,59256868,1,0,0,0,38436887,27025938,1,42061444,45343518.0
0,25,0,1,9,3,41303144,19383019,23399979,39163114,23728244,0,0,0,0,29110492,28853342,0,19857762,39487523.03335953
1,39,1,5,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,23,0,3,8,4,20651573,26265207,23399979,33365355,12892373,1,0,0,0,66730708,55608924,1,299319,55608924.0
1,31,0,3,8,5,45316813,2256301,3750176,19173082,17633320,0,0,0,0,6901145,11561325,1,30786787,83252408.06371982
1,23,0,3,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,31,1,2,10,4,49028890,19577454,15428546,77814733,31665247,0,0,0,0,11427691,50152369,0,20350701,18813297.70386958
1,22,1,2,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,26,1,3,9,5,22375139,12812296,23399979,13346142,12972449,0,0,0,0,52049952,3558971,0,1553027,5961277.0
1,20,1,2,7,4,45433456,1712043,20819981,37369196,55813564,0,0,0,1,53384566,51160207,0,22368452,40883682.0
1,25,1,4,7,6,32964316,52959189,23399979,73797098,17259639,0,1,0,0,7513107,88044038,0,13748306,22290940.945977207
1,39,1,2,10,4,22506949,23165434,23399979,60657156,66599899,0,0,0,0,50115816,41163658,0,33003544,27814049.307590377
1,27,1,3,10,5,20033891,16335678,16015369,22688441,36995506,0,1,0,0,55386491,39782622,0,37010184,21968861.0
0,48,0,2,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,21,1,2,5,4,21338691,13360764,23399979,43292754,52104777,0,0,0,0,26179744,62906591,0,28105066,76344589.47479714
1,36,1,7,13,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,42,0,2,1,4,41303144,14155126,23399979,37095417,87386401,0,0,0,0,19040520,28871018,1,15978747,22561695.301979024
0,37,0,5,11,7,31407343,8247141,23399979,14226621,10793428,0,0,0,0,43565822,65128863,0,14304535,23292875.682312977
1,19,1,2,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
0,73,0,3,4,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,27,1,3,11,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,32,1,4,9,6,7527224,22861940,64687225,11210759,1231582,1,0,0,0,1601537,29361513,1,11311937,18951521.0
0,41,0,3,10,4,27386282,22861940,16619571,45109959,43561806,1,0,0,0,13079219,44798547,1,46710098,40581169.0
1,46,0,2,4,5,18216568,16319627,25320223,25051257,20570576,0,0,0,1,51571483,13827206,0,16584826,41794113.05737503
1,32,0,2,12,4,40249711,32961928,28203512,17077245,23691953,0,0,0,0,31039637,12244184,0,80244271,42633400.27756408
0,49,1,2,7,7,31192201,27201265,16241944,14943097,24405428,0,0,0,0,26019552,40180983,0,44159306,46779899.7900123
1,22,1,3,7,5,1407879,15614986,48046112,66730709,39878273,1,0,0,0,17376677,62526674,1,3033439,20004532.0
1,35,1,4,10,6,8275878,16982989,80048148,11875434,61722684,0,0,0,1,91739342,50220173,0,21001885,20805927.53486386
1,26,1,3,9,5,45433456,27626514,23399979,36034582,39285702,0,0,0,0,33365355,40816946,0,3753501,72847686.0
1,50,0,0,4,2,28912201,3089229,22050794,68912264,33182996,0,0,0,0,26883321,30583154,0,17349669,12586156.602256611
0,59,0,0,6,1,81682432,25247299,18757093,30487471,8904759,0,0,0,0,37188200,24075660,0,91204555,33114917.031107046
1,27,1,3,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,72,1,0,9,3,12331835,22861940,7117688,96092218,68866091,0,1,0,0,96092218,26425362,0,18131116,26425362.0
1,35,0,3,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,28,0,4,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,77,0,0,4,1,28912201,22861940,10118281,16015369,52850723,0,0,0,0,30028818,31363432,0,24781887,33603850.543647975
1,46,1,1,5,6,50360968,29196021,96092224,60057635,32671356,0,0,0,0,10676913,48935851,1,85610797,58678535.0
0,36,0,0,11,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,24,1,3,11,5,16521257,32190894,64061478,16015369,10089683,0,1,0,1,19485367,38058746,0,40089014,18433246.0
1,19,1,2,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,21,1,0,9,2,63060338,31201553,78998202,27190174,46685159,0,0,0,0,36874817,78002305,1,45743291,19882387.03119559
1,46,0,2,9,4,5762348,172966,23399979,56053796,45563728,0,1,0,1,33365353,17083061,0,75240387,62833633.0
1,49,1,6,10,9,82606287,67264557,23399979,69399939,31710432,0,1,0,0,18684598,42262781,0,75525185,70956988.0
1,31,1,3,7,5,24990268,24519531,23399979,93422991,20019213,0,1,0,0,28026898,80299288,0,55051117,75828333.0
1,52,1,4,3,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,21,1,1,7,3,28912201,13452911,23399979,41373043,46092236,0,0,0,0,45376883,64506352,0,17937215,64506352.0
1,26,1,2,8,5,20492567,32021199,77389174,3559993,21432510,0,0,0,0,75340813,32171776,0,12325916,64231132.78299128
1,23,1,2,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,23,1,1,12,3,20033891,30429202,35257837,45376883,68545784,0,0,1,1,14680757,13123707,0,55219659,39235431.0
0,35,1,4,9,7,20464732,6459726,1389327,10328602,38311662,0,0,0,0,14576609,12693575,0,32797454,53994197.771578714
1,48,1,5,3,7,20819981,22861940,16817282,19218447,39718117,0,0,1,1,17750368,21053539,0,5161239,23442499.0
1,34,1,5,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,23,1,3,12,5,20651573,1145099,23399979,15935293,50096077,0,0,0,1,30028818,31363432,0,17680142,88751847.0
1,65,1,1,5,2,28912201,83279922,23399979,26692283,11210759,0,1,0,0,26692283,22243569,0,89686073,58278149.0
1,27,1,4,9,6,33807702,3618777,51970821,22922244,41308712,0,0,0,0,34751287,75579255,0,6534053,6173793.228079478
1,36,0,4,9,5,82606287,2251761,48046108,30696127,31229971,1,0,0,0,82746086,6895507,1,25345595,54074116.0
1,52,1,2,10,5,24500130,90362410,13196815,11289665,34541328,0,0,0,0,18087823,18787865,0,65179268,21399166.81329379
1,26,1,2,7,4,43634063,23933933,22535293,18614106,30140052,0,0,0,0,16153694,70267765,0,30173669,56405718.90447981
1,40,1,5,9,7,19957832,32381600,13150711,7496546,43611383,0,1,0,0,17739967,16916343,0,26138164,8890581.139559599
1,19,1,2,12,4,26505453,96092216,23399979,32698047,1145099,1,0,0,0,36034582,3002882,1,12259767,27025938.0
1,37,1,4,9,7,17383041,18481737,23399979,14680755,10089684,0,1,0,0,30028818,31363432,0,36441333,90086454.0
1,23,1,2,9,4,32596022,4369094,64964489,26722383,53982692,0,0,0,0,30442698,79951428,1,5912242,7973221.936251873
1,49,1,3,12,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,35,1,7,10,9,12390944,70467628,23399979,66730708,56694408,1,0,0,0,22421517,24556899,1,95670868,17990599.0
1,51,0,4,4,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,28,1,2,9,4,15662598,13773218,23399979,73403776,81678391,0,1,0,1,20553058,75116527,0,35841962,17834227.0
1,25,1,5,6,7,28912201,12251758,16015369,66730709,64702095,1,0,0,0,12812296,27092669,1,12572065,21126942.0
1,35,1,5,7,8,85117540,77069872,16509542,33680590,16886041,0,0,0,1,69900203,49800854,0,19346158,19076567.435008608
1,63,0,2,1,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,24,1,3,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,25,1,0,5,2,26489996,15232721,23399979,48808488,48543584,0,0,0,0,35632534,69071975,0,20454066,72828834.14246985
1,32,1,6,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,42,0,3,4,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
0,61,0,1,5,2,89290655,21146789,18545020,41008628,8302665,0,0,0,0,53908012,24798106,0,94463622,32150935.857279092
1,55,1,1,5,2,26675679,77209415,23399979,23909967,12012932,0,0,0,0,27595632,27784110,0,89206868,50998359.73064397
0,22,0,2,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,30,1,3,9,5,36476491,22401124,15389366,14488471,41046853,0,0,1,0,18526247,29539616,0,4383365,41724587.348006725
1,23,0,2,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,59,0,0,4,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,24,1,3,9,5,30635769,2642536,64061478,26692283,54452259,0,0,0,1,30028818,80076847,1,3349278,7206916.0
1,79,1,0,12,2,14061494,22861940,63268337,81945305,95291452,1,0,0,0,66730708,55608924,1,29866187,55608924.0
1,23,1,2,10,4,60057636,22861940,85761162,24023058,93689911,0,0,1,1,30696127,28375232,0,84034317,28375232.0
1,76,0,1,1,2,41303144,1297245,23399979,12358527,40839195,0,0,0,0,85415304,7117942,0,13865942,1048117.0
1,71,0,0,2,2,82606287,5117131,23399979,22768600,50944088,0,0,0,0,27249624,23766968,0,46753878,21845255.733149197
1,84,0,0,1,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,24,0,3,5,4,19680034,19413910,21594725,38675432,53174327,0,0,0,0,18754813,60298396,0,35001973,83319413.14826792
1,62,1,0,8,3,24616477,22405100,41295048,10971443,53870104,0,0,0,0,10676913,88974275,0,32527627,77972369.01459719
1,25,1,4,8,6,75386055,2314221,16015369,2936151,58616253,0,1,0,0,2012598,43019066,0,3644635,30059959.0
1,20,1,2,9,4,30635769,82479156,72069163,59924173,33087753,0,0,0,0,30028818,31363432,0,11359538,75272236.0
1,32,1,5,8,8,22045412,61256408,4631074,24087088,95896964,0,0,0,0,83068397,28790613,0,66787170,81158747.94808486
1,25,1,2,9,4,16521257,10679049,23399979,10276529,80076847,0,0,0,0,42707653,3558971,0,11452845,23578184.0
1,19,1,3,9,5,16521257,25624591,83279924,26692283,10986544,0,0,0,0,10676913,75628144,0,33682864,10552349.0
1,20,1,1,10,3,97761192,17696983,23399979,96092218,14413833,1,0,0,1,53384566,15125626,1,27713333,16166626.0
1,23,1,0,6,3,18212726,17905255,23399979,17386234,96779709,0,0,0,0,37363278,81561395,0,22632472,76021713.79511723
1,29,0,3,9,5,17118222,45341894,23399979,26377232,21836569,0,0,0,0,25797869,36454649,0,21744766,76886888.98025347
0,47,0,0,1,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,34,1,3,8,6,43111895,25881443,24036401,14298352,24208000,0,0,0,0,25986677,45957672,0,63219830,70905335.75632031
1,56,1,0,12,2,93596368,21140288,5925687,34566505,72469551,0,1,0,0,43775349,77808008,0,12402556,71201668.0
1,33,0,3,8,5,11379810,19358062,23399979,25533005,13857379,0,0,0,0,61674840,27998373,0,31609934,52459113.37669133
1,26,1,2,6,4,21617699,17376677,23399979,25624592,49487492,1,0,0,0,80076847,12678834,1,44199371,28694205.0
1,50,0,0,6,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
0,38,0,5,11,6,29393302,8719615,23399979,14270007,10904062,0,0,0,0,43088576,65165018,0,14354335,27273901.644818306
1,17,1,3,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,30,1,5,8,7,19963270,27620200,23399979,69286980,36188315,0,0,0,1,21047073,73867500,0,36780468,37665547.88474271
1,31,1,2,10,4,11419420,38980428,19524663,14787326,86934293,0,0,0,1,37589933,54582445,0,48996544,34312051.668670535
1,36,1,3,6,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,61,0,0,1,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,28,1,2,10,4,13252727,20691858,23399979,70734549,36034584,1,0,0,0,33365355,76317692,1,40382764,13237148.0
1,57,1,1,1,5,82890149,35634198,23399979,16682677,24023054,0,1,0,0,65396094,40583391,0,12396957,23276783.0
1,22,1,2,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,44,0,1,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,53,1,6,14,10,7194295,5877641,23399979,10676913,10409991,0,0,0,0,11637836,15926397,0,16355085,15526011.0
1,29,0,6,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,44,1,2,6,4,15026096,17279621,1718071,23154706,27570014,0,0,0,0,23716393,24724688,0,20932046,44996971.43713786
1,43,1,5,8,8,48880596,14093526,23399979,20019212,24023054,0,0,0,1,13346142,64506354,0,22665121,80521727.0
1,56,1,2,14,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,34,1,3,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,22,1,2,11,4,62374603,29308127,1601537,73403783,5475655,1,0,0,1,38703811,12567617,1,96487341,29954306.0
1,55,0,7,6,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,50,0,3,6,5,20563249,25926684,24792867,14849922,27778148,0,0,0,0,25739020,16319458,0,8531114,9422399.732132092
1,33,0,4,10,5,10285602,14814217,60858406,29601741,1643177,0,1,0,1,15681717,53106523,0,11807062,14624591.0
1,23,1,3,7,5,34794397,69404728,23399979,76230875,16831625,1,0,0,0,9546075,35470878,1,46701177,70570905.62376598
1,82,0,0,1,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
0,20,0,0,14,2,28912201,15294678,23399979,10676913,18802044,1,0,0,0,53384566,31140997,1,15614986,84525557.0
1,23,1,2,7,4,18449706,22861940,21855489,39557965,25624592,1,0,0,0,30028818,3203074,1,28882895,56053796.0
1,39,1,6,8,8,24781887,12251758,80076849,26692283,24423439,1,0,0,1,71762204,8582682,1,21136095,2900228.0
1,45,1,1,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,47,0,2,4,5,17395307,16583799,31386137,24424824,21487676,0,0,0,1,56761169,13245890,0,19251772,37634427.81470704
1,50,0,0,4,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
0,22,1,2,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,31,1,3,10,5,21617395,2857142,23399979,11611143,24023054,0,0,0,0,23222287,19351906,0,53552045,99428755.0
1,22,1,2,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,20,1,2,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
0,29,1,1,9,3,18417675,22861940,96995949,99295282,4900703,1,0,0,0,80076847,11210759,1,47329876,15214601.0
1,24,0,2,9,4,29344205,22187182,12353432,19999247,88084536,0,0,0,0,19156823,16477750,0,38289002,25886282.783563845
1,31,1,3,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,42,1,1,7,3,27627954,64479069,23399979,26692283,11638050,0,0,0,0,28472666,27109951,0,82892134,36794852.637790784
1,29,1,5,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,41,0,3,6,5,21563230,14786208,24719379,26817535,19445925,0,0,0,1,44830786,13885481,0,11760252,41892038.80550337
1,45,1,0,2,2,27552910,85039291,31417415,21915493,34767281,0,0,0,1,32549260,11064821,0,88677562,23635721.230136782
1,22,1,1,16,3,12322626,19394614,88084536,2936151,88084536,0,0,0,0,30028818,78408581,0,32197699,14557304.0
1,21,1,2,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,29,1,5,9,7,53694088,61178715,23399979,17349985,60538097,0,0,1,1,36034582,70067245,0,11679465,20783279.0
1,27,1,4,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
